data,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS2M,ano,mes,dia_semana,trimestre,amplitude,dia_chuvoso,T2M_mm30
2020-05-14,20.21,23.73,16.7,0.0,76.5,7.91,2020,5,3,2,7.030000000000001,0,18.434333333333335
2020-05-15,18.01,21.0,15.02,0.0,79.0,1.77,2020,5,4,2,5.98,0,18.383666666666667
2020-05-16,22.49,25.57,19.42,0.0,77.4,7.59,2020,5,5,2,6.149999999999999,0,18.327666666666666
2020-05-17,16.4,20.33,12.47,0.0,74.4,2.36,2020,5,6,2,7.859999999999998,0,18.368999999999996
2020-05-18,17.51,22.33,12.7,0.0,81.3,1.91,2020,5,0,2,9.629999999999999,0,18.339999999999996
2020-05-19,18.9,23.39,14.4,0.0,78.5,2.19,2020,5,1,2,8.99,0,18.304666666666666
2020-05-20,17.54,21.73,13.36,0.0,79.9,4.38,2020,5,2,2,8.370000000000001,0,18.259999999999998
2020-05-21,17.95,21.1,14.79,9.29,79.5,2.46,2020,5,3,2,6.310000000000002,1,18.329
2020-05-22,19.33,22.7,15.95,0.0,81.3,3.45,2020,5,4,2,6.75,0,18.17866666666667
2020-05-23,16.81,19.91,13.72,0.0,75.3,1.19,2020,5,5,2,6.1899999999999995,0,18.156000000000002
2020-05-24,14.68,17.57,11.8,0.0,85.8,2.61,2020,5,6,2,5.77,0,18.048333333333332
2020-05-25,21.0,23.93,18.07,4.5,73.6,5.3,2020,5,0,2,5.859999999999999,1,18.008
2020-05-26,18.89,22.64,15.13,7.77,76.0,2.98,2020,5,1,2,7.51,1,17.965666666666667
2020-05-27,19.02,22.64,15.39,0.0,79.0,2.14,2020,5,2,2,7.25,0,18.035999999999998
2020-05-28,17.75,22.25,13.25,0.0,73.5,2.6,2020,5,3,2,9.0,0,18.04533333333333
2020-05-29,19.15,22.24,16.05,0.0,81.0,3.73,2020,5,4,2,6.189999999999998,0,17.883666666666667
2020-05-30,18.68,23.11,14.24,0.0,83.2,3.14,2020,5,5,2,8.87,0,17.819333333333336
2020-05-31,18.38,22.55,14.21,0.0,80.8,1.6,2020,5,6,2,8.34,0,17.677999999999997
2020-06-01,18.76,23.63,13.9,0.0,74.2,2.14,2020,6,0,2,9.729999999999999,0,17.615
2020-06-02,18.92,23.83,14.01,10.35,80.2,2.5,2020,6,1,2,9.819999999999999,1,17.636000000000003
2020-06-03,16.79,19.94,13.63,0.0,74.1,1.86,2020,6,2,2,6.3100000000000005,0,17.688
2020-06-04,17.78,20.66,14.91,0.0,71.4,3.67,2020,6,3,2,5.75,0,17.703333333333333
2020-06-05,11.82,15.49,8.14,0.0,79.3,5.44,2020,6,4,2,7.35,0,17.703333333333333
2020-06-06,15.49,19.0,11.99,0.0,83.0,6.41,2020,6,5,2,7.01,0,17.682
2020-06-07,15.21,18.19,12.23,0.0,72.7,1.34,2020,6,6,2,5.960000000000001,0,17.598666666666666
2020-06-08,17.83,21.66,14.01,0.0,73.7,1.32,2020,6,0,2,7.65,0,17.68133333333333
2020-06-09,17.08,20.66,13.49,0.0,76.5,2.01,2020,6,1,2,7.17,0,17.72266666666667
2020-06-10,19.47,23.62,15.33,0.0,72.6,4.05,2020,6,2,2,8.290000000000001,0,17.523999999999997
2020-06-11,19.49,24.24,14.74,0.0,77.9,4.61,2020,6,3,2,9.499999999999998,0,17.435999999999996
2020-06-12,15.17,17.96,12.37,0.0,85.6,7.74,2020,6,4,2,5.590000000000002,0,17.389
2020-06-13,18.28,22.43,14.14,0.0,69.0,4.81,2020,6,5,2,8.29,0,17.468666666666664
2020-06-14,13.77,16.39,11.14,0.0,72.6,2.78,2020,6,6,2,5.25,0,17.475666666666665
2020-06-15,20.6,24.63,16.56,0.0,68.5,6.07,2020,6,0,2,8.07,0,17.445
2020-06-16,17.03,20.41,13.65,0.0,81.3,2.53,2020,6,1,2,6.76,0,17.4
2020-06-17,19.07,21.78,16.36,0.0,80.9,3.38,2020,6,2,2,5.420000000000002,0,17.369666666666667
2020-06-18,19.36,23.92,14.8,0.0,74.1,2.82,2020,6,3,2,9.120000000000001,0,17.255333333333333
2020-06-19,17.54,21.37,13.71,7.26,71.4,2.94,2020,6,4,2,7.66,1,17.290000000000003
2020-06-20,17.31,21.59,13.02,0.0,77.8,2.06,2020,6,5,2,8.57,0,17.280666666666665
2020-06-21,16.83,21.67,11.98,0.0,75.1,2.47,2020,6,6,2,9.690000000000001,0,17.546
2020-06-22,19.29,23.82,14.75,0.0,74.7,1.67,2020,6,0,2,9.07,0,17.634
2020-06-23,15.92,19.31,12.54,0.0,80.6,6.91,2020,6,1,2,6.77,0,17.68166666666667
2020-06-24,15.04,17.93,12.14,0.0,74.4,3.32,2020,6,2,2,5.789999999999999,0,17.674
2020-06-25,16.25,20.95,11.55,0.0,76.1,1.52,2020,6,3,2,9.399999999999999,0,17.658666666666665
2020-06-26,17.61,21.68,13.53,0.0,78.8,3.91,2020,6,4,2,8.15,0,17.526999999999997
2020-06-27,20.14,23.71,16.57,0.0,74.8,4.07,2020,6,5,2,7.140000000000001,0,17.262999999999998
2020-06-28,19.36,22.94,15.78,0.0,76.6,3.16,2020,6,6,2,7.160000000000002,0,17.324
2020-06-29,17.76,21.47,14.05,0.0,78.7,1.4,2020,6,0,2,7.419999999999998,0,17.205333333333332
2020-06-30,17.03,21.35,12.71,0.0,77.7,6.11,2020,6,1,2,8.64,0,17.281333333333336
2020-07-01,17.85,21.35,14.35,0.0,73.3,2.9,2020,7,2,3,7.000000000000002,0,17.09466666666667
2020-07-02,15.49,20.33,10.64,0.0,74.4,1.74,2020,7,3,3,9.689999999999998,0,17.118
2020-07-03,17.83,21.7,13.96,0.0,71.7,2.9,2020,7,4,3,7.739999999999998,0,16.970666666666666
2020-07-04,17.5,20.21,14.79,0.0,74.0,6.13,2020,7,5,3,5.420000000000002,0,16.995
2020-07-05,19.78,22.86,16.7,3.44,71.0,3.24,2020,7,6,3,6.16,1,17.012999999999998
2020-07-06,18.13,20.73,15.53,0.0,71.6,3.35,2020,7,0,3,5.200000000000001,0,17.021666666666665
2020-07-07,16.64,20.61,12.67,0.0,72.8,3.58,2020,7,1,3,7.9399999999999995,0,17.074666666666666
2020-07-08,17.6,21.87,13.32,0.0,72.0,5.34,2020,7,2,3,8.55,0,17.083000000000002
2020-07-09,16.62,21.2,12.04,0.0,70.6,2.36,2020,7,3,3,9.16,0,17.049333333333333
2020-07-10,15.52,20.34,10.69,0.0,65.1,2.49,2020,7,4,3,9.65,0,17.048666666666666
2020-07-11,11.57,14.9,8.23,0.0,71.5,1.79,2020,7,5,3,6.67,0,16.945333333333334
2020-07-12,17.0,21.51,12.48,0.0,72.3,3.19,2020,7,6,3,9.030000000000001,0,16.841666666666665
2020-07-13,14.72,18.92,10.52,0.0,66.0,3.32,2020,7,0,3,8.400000000000002,0,16.78666666666667
2020-07-14,16.05,19.03,13.07,0.0,75.1,2.92,2020,7,1,3,5.960000000000001,0,16.691
2020-07-15,15.0,18.52,11.47,0.0,70.0,5.9,2020,7,2,3,7.049999999999999,0,16.547666666666668
2020-07-16,17.73,22.29,13.17,0.0,74.9,2.38,2020,7,3,3,9.12,0,16.487000000000002
2020-07-17,14.65,17.35,11.94,0.0,76.6,5.66,2020,7,4,3,5.410000000000002,0,16.454666666666665
2020-07-18,20.09,23.32,16.87,0.0,67.7,8.72,2020,7,5,3,6.449999999999999,0,16.549
2020-07-19,18.08,22.71,13.46,0.0,65.5,3.88,2020,7,6,3,9.25,0,16.59466666666667
2020-07-20,17.57,21.46,13.68,0.0,75.7,2.34,2020,7,0,3,7.780000000000001,0,16.678333333333335
2020-07-21,18.42,21.73,15.11,0.0,74.8,8.32,2020,7,1,3,6.620000000000001,0,16.61733333333333
2020-07-22,19.54,23.48,15.6,0.0,76.7,2.29,2020,7,2,3,7.880000000000001,0,16.572
2020-07-23,14.91,18.97,10.85,0.0,76.0,4.09,2020,7,3,3,8.12,0,16.464666666666666
2020-07-24,15.02,17.63,12.41,0.0,71.9,2.77,2020,7,4,3,5.219999999999999,0,16.575333333333333
2020-07-25,13.15,15.86,10.45,0.0,73.3,3.01,2020,7,5,3,5.41,0,16.561666666666664
2020-07-26,14.5,17.74,11.26,0.0,73.8,3.88,2020,7,6,3,6.479999999999999,0,16.746666666666666
2020-07-27,18.49,22.24,14.74,0.0,73.8,2.25,2020,7,0,3,7.499999999999998,0,16.896666666666665
2020-07-28,16.49,19.35,13.63,0.0,76.1,3.97,2020,7,1,3,5.720000000000001,0,16.938333333333333
2020-07-29,13.46,18.21,8.71,0.0,77.7,6.49,2020,7,2,3,9.5,0,17.073
2020-07-30,15.21,19.37,11.06,0.0,70.2,3.07,2020,7,3,3,8.31,0,17.23
2020-07-31,16.88,20.19,13.57,0.0,65.1,5.14,2020,7,4,3,6.620000000000001,0,17.317666666666664
2020-08-01,18.32,21.08,15.56,0.0,75.6,5.62,2020,8,5,3,5.519999999999998,0,17.261666666666667
2020-08-02,19.2,21.7,16.7,0.0,67.8,2.3,2020,8,6,3,5.0,0,17.465333333333334
2020-08-03,20.01,24.9,15.11,0.0,73.5,2.18,2020,8,0,3,9.79,0,17.35666666666667
2020-08-04,17.95,21.4,14.5,0.0,67.4,2.52,2020,8,1,3,6.899999999999999,0,17.291999999999998
2020-08-05,16.77,19.71,13.83,0.0,71.8,7.38,2020,8,2,3,5.880000000000001,0,17.195333333333334
2020-08-06,13.42,18.41,8.43,0.0,70.8,6.02,2020,8,3,3,9.98,0,17.188666666666666
2020-08-07,20.92,25.12,16.71,0.0,69.2,4.21,2020,8,4,3,8.41,0,17.033
2020-08-08,16.21,20.16,12.27,0.0,77.1,5.45,2020,8,5,3,7.890000000000001,0,17.089
2020-08-09,21.07,25.12,17.02,0.0,73.0,10.11,2020,8,6,3,8.100000000000001,0,17.251333333333335
2020-08-10,16.07,19.06,13.08,0.0,83.2,2.45,2020,8,0,3,5.979999999999999,0,17.418
2020-08-11,18.25,22.11,14.39,0.0,69.4,6.3,2020,8,1,3,7.719999999999999,0,17.561666666666667
2020-08-12,18.76,22.5,15.01,0.0,69.6,1.94,2020,8,2,3,7.49,0,17.517666666666667
2020-08-13,20.76,24.17,17.35,0.0,75.3,1.68,2020,8,3,3,6.82,0,17.590666666666667
2020-08-14,17.63,21.52,13.74,0.0,71.5,3.21,2020,8,4,3,7.779999999999999,0,17.861333333333334
2020-08-15,16.05,20.24,11.86,0.0,77.9,2.99,2020,8,5,3,8.379999999999999,0,17.901
2020-08-16,20.76,25.6,15.93,0.0,73.9,2.04,2020,8,6,3,9.670000000000002,0,17.898666666666664
2020-08-17,16.83,20.18,13.48,0.0,72.3,4.5,2020,8,0,3,6.699999999999999,0,17.948666666666668
2020-08-18,16.14,19.77,12.51,0.0,69.3,3.06,2020,8,1,3,7.26,0,18.0
2020-08-19,14.67,18.82,10.52,0.0,67.6,2.61,2020,8,2,3,8.3,0,17.916333333333334
2020-08-20,18.22,23.07,13.37,0.0,82.8,2.59,2020,8,3,3,9.700000000000001,0,17.90966666666667
2020-08-21,14.87,17.69,12.05,0.0,68.9,4.61,2020,8,4,3,5.640000000000001,0,18.002999999999997
2020-08-22,16.59,19.24,13.94,0.0,77.0,4.03,2020,8,5,3,5.299999999999999,0,18.192999999999998
2020-08-23,19.89,23.74,16.04,0.0,70.7,5.57,2020,8,6,3,7.699999999999999,0,18.217
2020-08-24,18.15,21.39,14.91,0.0,72.1,1.87,2020,8,0,3,6.48,0,18.30933333333333
2020-08-25,18.81,23.38,14.24,0.0,79.0,10.98,2020,8,1,3,9.139999999999999,0,18.20333333333333
2020-08-26,17.17,21.63,12.71,0.0,75.2,2.23,2020,8,2,3,8.919999999999998,0,18.386333333333333
2020-08-27,18.68,22.64,14.73,0.0,62.9,3.09,2020,8,3,3,7.91,0,18.416333333333334
2020-08-28,21.58,26.46,16.71,2.71,76.4,9.68,2020,8,4,3,9.75,1,18.491
2020-08-29,16.4,19.04,13.77,0.0,72.1,5.41,2020,8,5,3,5.27,0,18.508
2020-08-30,16.81,21.36,12.26,0.0,72.7,1.4,2020,8,6,3,9.1,0,18.583000000000002
2020-08-31,19.82,23.7,15.93,0.0,78.0,4.78,2020,8,0,3,7.77,0,18.704333333333334
2020-09-01,20.74,24.59,16.89,0.0,75.6,4.78,2020,9,1,3,7.699999999999999,0,18.69833333333333
2020-09-02,17.5,20.46,14.54,23.0,78.2,5.1,2020,9,2,3,5.920000000000002,1,18.827333333333332
2020-09-03,17.75,21.35,14.14,0.0,73.9,2.58,2020,9,3,3,7.210000000000001,0,19.047
2020-09-04,19.57,23.35,15.79,0.0,73.8,6.26,2020,9,4,3,7.560000000000002,0,19.108
2020-09-05,19.12,22.89,15.36,10.03,73.1,3.82,2020,9,5,3,7.530000000000001,1,19.086333333333332
2020-09-06,21.64,24.26,19.02,0.0,84.4,4.84,2020,9,6,3,5.240000000000002,0,19.30333333333333
2020-09-07,18.98,21.91,16.06,0.0,75.1,3.6,2020,9,0,3,5.850000000000001,0,19.498333333333335
2020-09-08,17.89,21.29,14.5,0.0,77.3,3.76,2020,9,1,3,6.789999999999999,0,19.384999999999998
2020-09-09,21.56,24.25,18.87,0.87,71.5,8.73,2020,9,2,3,5.379999999999999,0,19.308666666666667
2020-09-10,19.15,22.49,15.81,0.0,75.7,7.79,2020,9,3,3,6.679999999999998,0,19.406000000000002
2020-09-11,21.0,24.48,17.51,0.0,78.5,6.1,2020,9,4,3,6.969999999999999,0,19.417333333333332
2020-09-12,21.27,23.95,18.59,0.0,75.8,2.47,2020,9,5,3,5.359999999999999,0,19.390666666666668
2020-09-13,19.88,22.94,16.82,0.0,76.2,4.18,2020,9,6,3,6.120000000000001,0,19.335666666666665
2020-09-14,19.69,24.19,15.19,0.0,73.8,8.05,2020,9,0,3,9.000000000000002,0,19.425333333333334
2020-09-15,20.58,25.25,15.92,12.9,75.0,1.95,2020,9,1,3,9.33,1,19.600666666666665
2020-09-16,20.7,25.7,15.71,0.0,66.0,2.06,2020,9,2,3,9.989999999999998,0,19.66033333333333
2020-09-17,22.73,25.63,19.84,0.0,81.5,1.85,2020,9,3,3,5.789999999999999,0,19.808666666666667
2020-09-18,16.5,20.49,12.52,0.0,71.8,3.31,2020,9,4,3,7.969999999999999,0,20.006999999999998
2020-09-19,17.57,21.5,13.64,0.0,80.8,2.48,2020,9,5,3,7.859999999999999,0,20.173666666666666
2020-09-20,21.38,25.3,17.46,0.0,71.7,5.08,2020,9,6,3,7.84,0,20.221
2020-09-21,22.44,25.27,19.61,0.0,83.2,1.59,2020,9,0,3,5.66,0,20.414333333333335
2020-09-22,16.49,20.82,12.15,8.89,72.4,3.38,2020,9,1,3,8.67,1,20.37166666666667
2020-09-23,15.86,19.66,12.05,0.0,80.8,3.97,2020,9,2,3,7.609999999999999,0,20.435333333333336
2020-09-24,21.73,25.73,17.74,0.0,82.2,2.74,2020,9,3,3,7.990000000000002,0,20.544666666666668
2020-09-25,17.51,20.69,14.34,0.0,77.1,2.23,2020,9,4,3,6.350000000000001,0,20.589666666666666
2020-09-26,17.88,21.85,13.91,0.0,73.1,3.91,2020,9,5,3,7.940000000000001,0,20.618333333333332
2020-09-27,19.93,22.96,16.89,0.0,70.8,6.75,2020,9,6,3,6.07,0,20.613333333333333
2020-09-28,19.09,23.21,14.96,0.0,75.6,5.98,2020,9,0,3,8.25,0,20.545666666666666
2020-09-29,22.07,26.9,17.24,0.0,80.6,2.05,2020,9,1,3,9.66,0,20.661333333333335
2020-09-30,21.61,24.24,18.99,0.0,74.9,4.48,2020,9,2,3,5.25,0,20.726
2020-10-01,25.19,28.29,22.09,0.0,78.0,2.27,2020,10,3,4,6.199999999999999,0,20.767333333333337
2020-10-02,23.45,26.47,20.42,0.0,80.2,3.88,2020,10,4,4,6.049999999999997,0,20.81
2020-10-03,22.75,26.98,18.52,0.0,80.9,2.04,2020,10,5,4,8.46,0,20.842
2020-10-04,20.99,25.31,16.67,0.0,78.1,1.6,2020,10,6,4,8.639999999999997,0,21.028666666666666
2020-10-05,24.92,29.28,20.55,0.0,74.2,1.54,2020,10,0,4,8.73,0,21.109333333333336
2020-10-06,20.36,24.82,15.9,0.0,83.4,2.38,2020,10,1,4,8.92,0,21.13866666666667
2020-10-07,20.89,25.78,16.0,0.0,79.5,2.66,2020,10,2,4,9.780000000000001,0,20.979333333333333
2020-10-08,21.17,23.94,18.4,0.0,82.0,2.53,2020,10,3,4,5.540000000000003,0,21.13533333333333
2020-10-09,22.91,27.55,18.27,0.0,76.3,4.46,2020,10,4,4,9.280000000000001,0,21.216
2020-10-10,20.01,24.22,15.81,0.0,86.9,3.52,2020,10,5,4,8.409999999999998,0,21.259666666666664
2020-10-11,20.85,25.36,16.35,0.0,75.1,6.59,2020,10,6,4,9.009999999999998,0,21.38533333333333
2020-10-12,19.24,23.77,14.71,0.0,81.3,2.76,2020,10,0,4,9.059999999999999,0,21.463
2020-10-13,23.35,27.55,19.16,0.0,81.5,3.38,2020,10,1,4,8.39,0,21.384666666666668
2020-10-14,21.63,25.92,17.34,0.0,76.6,6.13,2020,10,2,4,8.580000000000002,0,21.484666666666666
2020-10-15,21.82,24.79,18.85,0.0,82.9,12.06,2020,10,3,4,5.939999999999998,0,21.424
2020-10-16,21.98,26.55,17.4,0.0,75.6,4.16,2020,10,4,4,9.150000000000002,0,21.419
2020-10-17,23.69,27.1,20.29,0.0,82.2,2.55,2020,10,5,4,6.810000000000002,0,21.374333333333333
2020-10-18,22.1,26.81,17.38,15.27,78.7,2.11,2020,10,6,4,9.43,1,21.302333333333333
2020-10-19,19.99,23.24,16.75,0.0,73.9,2.96,2020,10,0,4,6.489999999999998,0,21.329000000000004
2020-10-20,22.26,25.69,18.84,0.0,78.2,4.08,2020,10,1,4,6.850000000000001,0,21.377000000000002
2020-10-21,17.66,22.36,12.96,0.0,73.4,3.55,2020,10,2,4,9.399999999999999,0,21.27
2020-10-22,21.17,25.33,17.02,0.0,77.6,1.48,2020,10,3,4,8.309999999999999,0,21.32333333333333
2020-10-23,18.28,21.27,15.3,0.0,74.0,8.97,2020,10,4,4,5.969999999999999,0,21.396333333333335
2020-10-24,23.04,26.83,19.26,0.0,74.7,5.37,2020,10,5,4,7.569999999999997,0,21.393666666666668
2020-10-25,21.28,23.92,18.64,0.0,72.4,2.79,2020,10,6,4,5.280000000000001,0,21.435333333333336
2020-10-26,20.21,23.01,17.41,21.1,77.5,5.23,2020,10,0,4,5.600000000000001,1,21.502000000000002
2020-10-27,17.58,21.02,14.14,0.0,78.7,2.53,2020,10,1,4,6.879999999999999,0,21.579666666666665
2020-10-28,22.09,27.08,17.11,0.0,77.6,2.72,2020,10,2,4,9.969999999999999,0,21.766000000000002
2020-10-29,20.25,24.44,16.06,0.0,70.1,4.08,2020,10,3,4,8.380000000000003,0,21.659
2020-10-30,21.46,26.43,16.49,0.0,79.0,2.05,2020,10,4,4,9.940000000000001,0,21.657666666666668
2020-10-31,23.85,27.36,20.34,0.0,75.9,6.07,2020,10,5,4,7.02,0,21.736666666666665
2020-11-01,21.29,23.96,18.62,0.0,76.0,1.4,2020,11,6,4,5.34,0,21.838333333333335
2020-11-02,23.55,26.99,20.11,0.0,78.9,5.73,2020,11,0,4,6.879999999999999,0,21.796333333333333
2020-11-03,22.43,25.67,19.18,0.0,77.7,4.51,2020,11,1,4,6.490000000000002,0,21.816
2020-11-04,21.71,25.8,17.62,24.06,77.1,4.82,2020,11,2,4,8.18,1,22.005666666666666
2020-11-05,21.96,26.59,17.32,46.88,79.3,3.2,2020,11,3,4,9.27,1,21.954333333333334
2020-11-06,23.08,26.3,19.86,0.0,82.7,1.19,2020,11,4,4,6.440000000000001,0,22.137
2020-11-07,21.09,24.37,17.82,0.0,81.1,4.99,2020,11,5,4,6.550000000000001,0,22.077333333333335
2020-11-08,24.16,27.05,21.27,0.0,78.1,2.32,2020,11,6,4,5.780000000000001,0,22.266333333333332
2020-11-09,22.01,24.96,19.06,0.0,78.5,2.8,2020,11,0,4,5.900000000000002,0,22.315
2020-11-10,23.18,26.64,19.73,0.0,83.8,1.59,2020,11,1,4,6.91,0,22.329
2020-11-11,24.83,27.5,22.15,0.0,80.9,6.09,2020,11,2,4,5.350000000000001,0,22.392666666666667
2020-11-12,20.14,23.01,17.27,0.0,77.2,6.56,2020,11,3,4,5.740000000000002,0,22.624
2020-11-13,21.59,24.84,18.34,0.0,76.2,8.09,2020,11,4,4,6.5,0,22.677333333333333
2020-11-14,24.19,28.75,19.63,0.0,84.6,3.23,2020,11,5,4,9.120000000000001,0,22.743333333333336
2020-11-15,25.03,27.6,22.47,0.0,74.6,2.86,2020,11,6,4,5.130000000000003,0,22.714
2020-11-16,22.43,25.53,19.33,0.0,76.9,3.02,2020,11,0,4,6.200000000000003,0,22.721333333333334
2020-11-17,22.69,25.5,19.88,0.0,78.1,4.17,2020,11,1,4,5.620000000000001,0,22.787333333333333
2020-11-18,25.68,29.56,21.79,0.0,77.1,2.76,2020,11,2,4,7.77,0,22.655666666666665
2020-11-19,20.72,25.12,16.33,0.0,73.1,5.83,2020,11,3,4,8.790000000000003,0,22.688
2020-11-20,23.14,26.28,19.99,0.0,82.0,2.21,2020,11,4,4,6.290000000000003,0,22.79533333333333
2020-11-21,19.38,24.29,14.48,0.0,75.4,3.2,2020,11,5,4,9.809999999999999,0,22.973333333333336
2020-11-22,23.95,27.3,20.59,0.0,81.3,2.81,2020,11,6,4,6.710000000000001,0,22.964333333333332
2020-11-23,24.5,29.36,19.65,0.0,82.1,4.91,2020,11,0,4,9.71,0,23.13533333333333
2020-11-24,21.7,25.2,18.19,0.0,78.5,8.11,2020,11,1,4,7.009999999999998,0,23.160666666666664
2020-11-25,22.12,26.21,18.03,0.0,80.2,8.14,2020,11,2,4,8.18,0,23.156333333333336
2020-11-26,24.52,28.22,20.81,0.0,75.6,3.33,2020,11,3,4,7.41,0,23.134000000000004
2020-11-27,23.69,28.43,18.94,0.0,74.9,5.53,2020,11,4,4,9.489999999999998,0,22.979
2020-11-28,22.23,24.73,19.72,12.86,82.0,1.83,2020,11,5,4,5.010000000000002,1,23.203
2020-11-29,20.58,24.9,16.26,0.0,79.7,5.64,2020,11,6,4,8.639999999999997,0,23.117666666666665
2020-11-30,24.07,28.0,20.14,0.0,76.7,3.9,2020,11,0,4,7.859999999999999,0,23.049
2020-12-01,23.27,27.81,18.73,0.0,77.9,2.51,2020,12,1,4,9.079999999999998,0,22.98033333333333
2020-12-02,19.6,22.95,16.25,0.0,81.4,3.23,2020,12,2,4,6.699999999999999,0,23.07633333333333
2020-12-03,23.4,26.31,20.48,0.0,75.9,10.56,2020,12,3,4,5.829999999999998,0,23.212666666666667
2020-12-04,24.93,27.96,21.9,36.68,73.5,2.33,2020,12,4,4,6.060000000000002,1,22.983
2020-12-05,27.3,31.6,23.0,0.0,74.2,3.89,2020,12,5,4,8.600000000000001,0,22.992
2020-12-06,22.81,26.06,19.55,0.0,82.5,9.79,2020,12,6,4,6.509999999999998,0,23.186333333333334
2020-12-07,26.22,29.67,22.77,0.0,81.3,3.75,2020,12,0,4,6.900000000000002,0,23.36466666666667
2020-12-08,24.92,28.98,20.86,0.0,76.8,15.92,2020,12,1,4,8.120000000000001,0,23.408
2020-12-09,21.88,25.68,18.08,15.11,83.0,9.38,2020,12,2,4,7.600000000000001,1,23.42233333333333
2020-12-10,22.51,25.7,19.31,0.0,83.2,3.14,2020,12,3,4,6.390000000000001,0,23.472333333333335
2020-12-11,20.18,24.53,15.84,23.85,83.4,3.08,2020,12,4,4,8.690000000000001,1,23.416999999999998
2020-12-12,26.86,30.57,23.15,30.48,90.6,4.3,2020,12,5,4,7.420000000000002,1,23.448
2020-12-13,19.03,21.72,16.34,13.7,78.1,2.5,2020,12,6,4,5.379999999999999,1,23.540333333333333
2020-12-14,22.13,24.72,19.54,27.11,85.7,3.11,2020,12,0,4,5.18,1,23.631666666666664
2020-12-15,22.97,26.59,19.35,0.0,80.6,1.36,2020,12,1,4,7.239999999999998,0,23.823333333333334
2020-12-16,25.31,28.08,22.54,0.0,81.9,2.92,2020,12,2,4,5.539999999999999,0,23.899
2020-12-17,26.78,29.99,23.56,0.0,84.2,1.87,2020,12,3,4,6.43,0,24.013666666666666
2020-12-18,18.79,21.99,15.58,0.0,84.5,3.44,2020,12,4,4,6.409999999999998,0,24.063666666666666
2020-12-19,20.99,24.35,17.63,0.0,82.2,5.12,2020,12,5,4,6.720000000000002,0,24.118666666666666
2020-12-20,28.97,31.51,26.43,0.0,86.5,1.48,2020,12,6,4,5.080000000000002,0,24.203666666666663
2020-12-21,24.73,28.67,20.79,27.04,79.0,7.41,2020,12,0,4,7.880000000000003,1,24.107000000000003
2020-12-22,25.25,29.31,21.19,28.75,84.1,6.38,2020,12,1,4,8.119999999999997,1,24.261666666666667
2020-12-23,24.93,28.62,21.24,12.77,80.6,3.05,2020,12,2,4,7.380000000000003,1,24.173333333333336
2020-12-24,23.2,26.21,20.19,0.0,79.8,8.36,2020,12,3,4,6.02,0,24.114666666666665
2020-12-25,20.46,23.05,17.87,0.0,81.3,3.63,2020,12,4,4,5.18,0,24.230666666666664
2020-12-26,25.45,28.92,21.98,0.0,81.3,1.92,2020,12,5,4,6.940000000000001,0,24.356333333333332
2020-12-27,26.46,29.65,23.27,0.0,85.1,5.31,2020,12,6,4,6.379999999999999,0,24.499666666666666
2020-12-28,24.97,29.32,20.63,14.21,77.1,1.93,2020,12,0,4,8.690000000000001,1,24.437666666666665
2020-12-29,26.33,31.27,21.39,0.0,84.5,2.97,2020,12,1,4,9.879999999999999,0,24.595000000000002
2020-12-30,26.34,29.29,23.39,0.0,78.3,1.92,2020,12,2,4,5.899999999999999,0,24.53066666666667
2020-12-31,26.71,30.32,23.09,0.0,74.9,3.06,2020,12,3,4,7.23,0,24.487666666666666
2021-01-01,21.1,24.48,17.71,0.0,82.5,2.46,2021,1,4,1,6.77,0,24.47533333333333
2021-01-02,25.05,29.22,20.89,0.0,77.6,2.33,2021,1,5,1,8.329999999999998,0,24.361666666666665
2021-01-03,27.48,30.0,24.96,0.0,80.9,3.7,2021,1,6,1,5.039999999999999,0,24.53666666666667
2021-01-04,24.4,28.15,20.64,0.0,83.4,4.9,2021,1,0,1,7.509999999999998,0,24.541999999999998
2021-01-05,27.45,32.11,22.79,0.0,72.6,2.63,2021,1,1,1,9.32,0,24.50433333333333
2021-01-06,23.57,28.23,18.92,0.0,83.0,3.67,2021,1,2,1,9.309999999999999,0,24.388333333333335
2021-01-07,23.16,27.85,18.46,31.81,87.0,3.52,2021,1,3,1,9.39,1,24.38866666666667
2021-01-08,25.36,29.04,21.69,0.0,78.2,2.5,2021,1,4,1,7.349999999999998,0,24.280666666666665
2021-01-09,26.28,29.95,22.6,14.62,83.8,3.18,2021,1,5,1,7.349999999999998,1,24.31933333333333
2021-01-10,24.48,27.43,21.54,0.0,83.2,2.89,2021,1,6,1,5.890000000000001,0,24.464000000000002
2021-01-11,25.0,28.21,21.8,17.62,81.6,1.91,2021,1,0,1,6.41,1,24.445
2021-01-12,23.75,28.21,19.29,25.6,81.4,5.79,2021,1,1,1,8.920000000000002,1,24.374000000000002
2021-01-13,20.2,24.92,15.48,0.0,80.0,6.28,2021,1,2,1,9.440000000000001,0,24.340666666666667
2021-01-14,21.68,26.59,16.78,0.0,75.0,2.85,2021,1,3,1,9.809999999999999,0,24.271666666666665
2021-01-15,24.94,28.14,21.73,0.0,77.6,3.72,2021,1,4,1,6.41,0,24.204333333333334
2021-01-16,23.37,26.26,20.49,0.0,75.2,3.65,2021,1,5,1,5.770000000000003,0,24.200333333333333
2021-01-17,24.04,28.95,19.12,0.0,79.8,5.39,2021,1,6,1,9.829999999999998,0,24.344333333333335
